date,predicted_yield_kg
2010-12-10,-1.4167017
2010-12-11,3.644652
2010-12-12,0.6169312
2010-12-13,-0.40437305
2010-12-14,-0.92592305
2010-12-15,-0.86500734
2010-12-16,4.679563
2010-12-17,0.6557653
2010-12-18,1.0126226
2010-12-19,4.978656
2010-12-20,4.67123
2010-12-21,3.9314003
2010-12-22,0.83763826
2010-12-23,1.7417578
2010-12-24,4.1487107
2010-12-25,2.5680737
2010-12-26,3.9907753
2010-12-27,13.291119
2010-12-28,4.6117797
2010-12-29,4.3204107
2010-12-30,-1.5178483
2010-12-31,6.1152577
2011-01-01,1.9558425
2011-01-02,-2.1364124
2011-01-03,1.2201453
2011-01-04,4.1117496
2011-01-05,4.3142114
2011-01-06,3.8183172
2011-01-07,0.5505778
2011-01-08,0.17450671
2011-01-09,0.7640286
2011-01-10,1.6158683
2011-01-11,0.9385339
2011-01-12,4.5417557
2011-01-13,5.724863
2011-01-14,0.24928874
2011-01-15,1.1222891
2011-01-16,1.6052866
2011-01-17,1.7191151
2011-01-18,0.28483933
2011-01-19,2.243404
2011-01-20,1.4424106
2011-01-21,2.1475127
2011-01-22,2.7029414
2011-01-23,8.943951
2011-01-24,12.059545
2011-01-25,1.3382347
2011-01-26,0.8188044
2011-01-27,3.6288729
2011-01-28,0.2268891
2011-01-29,0.36888346
2011-01-30,1.5964352
2011-01-31,5.8713455
2011-02-01,1.1577773
2011-02-02,2.0870738
2011-02-03,1.6158683
2011-02-04,0.8753061
2011-02-05,1.358434
2011-02-06,0.9200706
2011-02-07,4.043611
2011-02-08,1.5951443
2011-02-09,1.7283758
2011-02-10,1.5455887
2011-02-11,-0.6616661
2011-02-12,0.23901272
2011-02-13,30.502579
2011-02-14,35.055813
2011-02-15,30.714144
2011-02-16,2.5467103
2011-02-17,1.6716741
2011-02-18,2.6663506
2011-02-19,4.1626687
2011-02-20,0.9457809
2011-02-21,1.1896673
2011-02-22,1.2406282
2011-02-23,0.89833504
2011-02-24,2.253654
2011-02-25,1.4978563
2011-02-26,1.6158683
2011-02-27,2.0612497
2011-02-28,1.261549
2011-03-01,1.261549
2011-03-02,1.6658096
2011-03-03,1.6715857
2011-03-04,2.6750007
2011-03-05,1.4198371
2011-03-06,1.6715857
2011-03-07,0.45640606
2011-03-08,1.5926039
2011-03-09,1.873921
2011-03-10,1.5872835
2011-03-11,1.6573275
2011-03-12,1.9804481
2011-03-13,1.683051
2011-03-14,5.0037017
2011-03-15,0.7594733
2011-03-16,2.9925766
2011-03-17,7.691884
2011-03-18,5.340708
2011-03-19,22.144327
2011-03-20,26.66133
2011-03-21,2.5177038
2011-03-22,2.0226023
2011-03-23,0.7422485
2011-03-24,22.105116
2011-03-25,21.818737
2011-03-26,9.434116
2011-03-27,7.759409
2011-03-28,1.0447775
2011-03-29,13.443083
2011-03-30,1.3259851
2011-03-31,6.243576
2011-04-01,11.221004
2011-04-02,2.8167596
2011-04-03,27.138197
2011-04-04,25.211699
2011-04-05,2.1290967
2011-04-06,-0.3775911
2011-04-07,0.7847533
2011-04-08,5.3747153
2011-04-09,1.5734781
2011-04-10,3.0801222
2011-04-11,5.0235286
2011-04-12,1.4336642
2011-04-13,2.1962433
2011-04-14,1.4719474
2011-04-15,13.621756
2011-04-16,5.167851
2011-04-17,-0.521415
2011-04-18,2.7771623
2011-04-19,0.1898671
2011-04-20,2.9952633
2011-04-21,-0.11009315
2011-04-22,-0.018897543
2011-04-23,5.9129415
2011-04-24,-0.3876373
2011-04-25,-0.24671489
2011-04-26,0.36041594
2011-04-27,2.003681
2011-04-28,1.6735268
2011-04-29,2.601195
2011-04-30,5.1422005
2011-05-01,0.48363099
2011-05-02,5.1422005
2011-05-03,0.9388578
2011-05-04,3.1591158
2011-05-05,1.2695259
2011-05-06,3.1106098
2011-05-07,4.6887455
2011-05-08,12.785635
2011-05-09,-0.121290766
2011-05-10,0.37173888
2011-05-11,-0.23174123
2011-05-12,0.045361944
2011-05-13,2.7716014
2011-05-14,4.4573827
2011-05-15,2.1844423
2011-05-16,0.6953364
2011-05-17,-0.34966785
2011-05-18,4.3544645
2011-05-19,4.1940475
2011-05-20,3.6797163
2011-05-21,2.1317606
2011-05-22,1.8350838
2011-05-23,2.0012467
2011-05-24,-0.07398978
2011-05-25,2.187185
2011-05-26,1.4086801
2011-05-27,0.9963178
2011-05-28,1.7743723
2011-05-29,1.1115738
2011-05-30,0.89833504
2011-05-31,2.2471502
2011-06-01,3.9406366
2011-06-02,3.3255386
2011-06-03,0.84821707
2011-06-04,3.7040384
2011-06-05,1.2804474
2011-06-06,0.70939255
2011-06-07,0.4885061
2011-06-08,0.48453858
2011-06-09,1.9260802
2011-06-10,2.0612228
2011-06-11,1.2149738
2011-06-12,1.8886052
2011-06-13,1.0890919
2011-06-14,0.6220478
2011-06-15,0.12667693
2011-06-16,-0.10536238
2011-06-17,0.6543837
2011-06-18,1.1171496
2011-06-19,0.5296491
2011-06-20,0.034879137
2011-06-21,-1.2281599
2011-06-22,0.4237968
2011-06-23,0.13593149
2011-06-24,4.102827
2011-06-25,0.4845505
2011-06-26,3.0137172
2011-06-27,1.1590536
2011-06-28,-0.55949897
2011-06-29,0.9970384
2011-06-30,0.1681903
2011-07-01,0.9313432
2011-07-02,3.8510394
2011-07-03,0.66395384
2011-07-04,0.45806816
2011-07-05,-0.21121472
2011-07-06,0.4459126
2011-07-07,-0.07811506
2011-07-08,-0.25000772
2011-07-09,-0.22027767
2011-07-10,-0.07524558
2011-07-11,0.037733775
2011-07-12,-0.2084194
2011-07-13,0.17254207
2011-07-14,-0.038849812
2011-07-15,0.39679623
2011-07-16,0.028892415
2011-07-17,0.41505066
2011-07-18,1.1163737
2011-07-19,4.39575
2011-07-20,1.8353217
2011-07-21,1.314058
2011-07-22,0.11663274
2011-07-23,-0.41214362
2011-07-24,-0.41269428
2011-07-25,0.6886212
2011-07-26,4.094142
2011-07-27,2.084099
2011-07-28,2.0867434
2011-07-29,1.9863882
2011-07-30,-0.18520148
2011-07-31,0.09500975
2011-08-01,0.09500975
2011-08-02,0.17254207
2011-08-03,0.17254207
2011-08-04,-0.41214362
2011-08-05,0.30029818
2011-08-06,0.3932034
2011-08-07,-0.050101865
2011-08-08,0.05305943
2011-08-09,0.2801941
2011-08-10,0.19668494
2011-08-11,12.647351
2011-08-12,0.73614633
2011-08-13,-0.26616907
2011-08-14,0.2989683
2011-08-15,-0.17098577
2011-08-16,0.22291142
2011-08-17,-0.19510783
2011-08-18,-0.3830975
2011-08-19,-0.038849812
2011-08-20,1.1932558
2011-08-21,2.5863729
2011-08-22,1.4322827
2011-08-23,1.3865587
2011-08-24,0.44980958
2011-08-25,1.2092475
2011-08-26,3.89618
2011-08-27,0.09500975
2011-08-28,0.1719914
2011-08-29,1.4944162
2011-08-30,-0.063352585
2011-08-31,0.060675308
2011-09-01,1.579515
2011-09-02,0.3892174
2011-09-03,-0.15578632
2011-09-04,2.7395923
2011-09-05,0.5843325
2011-09-06,-0.038299147
2011-09-07,-0.20719127
2011-09-08,0.22291142
2011-09-09,-0.41269428
2011-09-10,-0.15578632
2011-09-11,0.9648805
2011-09-12,0.41987222
2011-09-13,0.6956864
2011-09-14,12.697255
2011-09-15,5.950522
2011-09-16,2.234719
2011-09-17,0.38454312
2011-09-18,0.71026844
2011-09-19,1.6103933
2011-09-20,0.86951524
2011-09-21,1.3546991
2011-09-22,1.5264978
2011-09-23,6.9910946
2011-09-24,1.2823892
2011-09-25,1.0421201
2011-09-26,0.77927005
2011-09-27,0.2280952
2011-09-28,1.0046148
2011-09-29,1.2849643
2011-09-30,2.899657
2011-10-01,1.7580628
2011-10-02,2.7957897
2011-10-03,1.0164175
2011-10-04,1.3567575
2011-10-05,1.132582
2011-10-06,2.1783087
2011-10-07,4.1931343
2011-10-08,3.5819404
2011-10-09,4.094142
2011-10-10,25.806522
2011-10-11,26.808674
2011-10-12,25.163631
2011-10-13,25.460003
2011-10-14,1.6186666
2011-10-15,3.302077
2011-10-16,3.2102983
2011-10-17,-0.28553912
2011-10-18,3.5744686
2011-10-19,4.363849
2011-10-20,3.061614
2011-10-21,1.5020175
2011-10-22,1.3153489
2011-10-23,1.0145383
2011-10-24,4.833886
2011-10-25,2.1960897
2011-10-26,23.38551
2011-10-27,27.038406
2011-10-28,24.636568
2011-10-29,20.411394
2011-10-30,-0.54569185
2011-10-31,2.0986388
2011-11-01,1.0921786
2011-11-02,1.8658949
2011-11-03,3.3313794
2011-11-04,5.5792513
2011-11-05,1.0299199
2011-11-06,1.0967922
2011-11-07,1.1335611
2011-11-08,-0.7277708
2011-11-09,1.0692185
2011-11-10,4.55806
2011-11-11,0.74914265
2011-11-12,4.5001764
2011-11-13,4.4645143
2011-11-14,5.27793
2011-11-15,24.560305
2011-11-16,24.281374
2011-11-17,3.9834685
2011-11-18,4.7238536
2011-11-19,24.512669
2011-11-20,-0.6864131
2011-11-21,-0.6910366
2011-11-22,0.7105923
2011-11-23,5.1900263
2011-11-24,25.211699
2011-11-25,17.656033
2011-11-26,4.369486
2011-11-27,25.21026
2011-11-28,4.7238536
2011-11-29,-1.4233723
2011-11-30,0.6718161
2011-12-01,-0.8059085
2011-12-02,-0.79336995
2011-12-03,23.771801
2011-12-04,-1.3644191
2011-12-05,-1.1894926
2011-12-06,0.6007903
2011-12-07,0.7530164
2011-12-08,0.6340598
2011-12-09,4.7810464
2011-12-10,4.8770337
2011-12-11,4.3138843
2011-12-12,4.7810464
2011-12-13,0.6007903
2011-12-14,1.1871976
2011-12-15,0.6007903
2011-12-16,5.896155
2011-12-17,-0.12934929
2011-12-18,0.9849125
2011-12-19,1.6876868
2011-12-20,2.5747225
2011-12-21,0.95081717
2011-12-22,1.6876868
2011-12-23,0.46513215
2011-12-24,1.501629
2011-12-25,0.36642972
2011-12-26,1.635408
2011-12-27,0.9849125
2011-12-28,5.304434
2011-12-29,0.97211236
2011-12-30,2.919382
2011-12-31,1.7462282
2012-01-01,0.8907004
2012-01-02,0.7994556
2012-01-03,1.1626039
2012-01-04,1.5899127
2012-01-05,0.5459737
2012-01-06,3.9126434
2012-01-07,0.93725514
2012-01-08,3.8296034
2012-01-09,3.890307
2012-01-10,4.9541254
2012-01-11,0.5158286
2012-01-12,2.5702832
2012-01-13,1.2952478
2012-01-14,1.5169342
2012-01-15,1.609262
2012-01-16,1.144369
2012-01-17,2.36414
2012-01-18,1.7591715
2012-01-19,2.0011094
2012-01-20,1.344957
2012-01-21,0.7529175
2012-01-22,1.5878611
2012-01-23,2.0870738
2012-01-24,2.0681717
2012-01-25,1.6160579
2012-01-26,1.2513998
2012-01-27,0.70377445
2012-01-28,1.6271994
2012-01-29,0.5440405
2012-01-30,1.8303448
2012-01-31,1.032164
2012-02-01,1.1930689
2012-02-02,2.0870738
2012-02-03,-0.13429555
2012-02-04,0.89667606
2012-02-05,4.376964
2012-02-06,1.0203886
2012-02-07,0.9214822
2012-02-08,0.9388166
2012-02-09,1.2700617
2012-02-10,1.3516557
2012-02-11,0.6794356
2012-02-12,1.7377907
2012-02-13,0.9685613
2012-02-14,0.78493625
2012-02-15,1.179197
2012-02-16,5.1227827
2012-02-17,6.3890634
2012-02-18,1.1744436
2012-02-19,2.139459
2012-02-20,1.7382609
2012-02-21,0.3758126
2012-02-22,0.4135133
2012-02-23,1.1730695
2012-02-24,0.83380187
2012-02-25,1.264709
2012-02-26,3.1226723
2012-02-27,0.339913
2012-02-28,14.461804
2012-02-29,0.74430215
2012-03-01,2.1800628
2012-03-02,6.049462
2012-03-03,5.762965
2012-03-04,13.821773
2012-03-05,8.772617
2012-03-06,7.8473
2012-03-07,6.1066256
2012-03-08,5.010606
2012-03-09,1.314894
2012-03-10,2.009797
2012-03-11,0.48333645
2012-03-12,1.5079926
2012-03-13,1.1109207
2012-03-14,1.9573219
2012-03-15,1.415222
2012-03-16,0.91093254
2012-03-17,0.99708563
2012-03-18,1.1486456
2012-03-19,4.292937
2012-03-20,6.529548
2012-03-21,2.233679
2012-03-22,1.5537095
2012-03-23,3.17519
2012-03-24,1.8834558
2012-03-25,1.8107016
2012-03-26,1.4504193
2012-03-27,1.1863267
2012-03-28,0.89018685
2012-03-29,2.1161265
2012-03-30,1.5175357
2012-03-31,-0.60839355
2012-04-01,-0.6651645
2012-04-02,1.0272989
2012-04-03,10.139706
2012-04-04,6.3970757
2012-04-05,7.3166027
2012-04-06,6.709726
2012-04-07,0.93269676
2012-04-08,5.202166
2012-04-09,1.9639659
2012-04-10,2.5043254
2012-04-11,2.3624797
2012-04-12,5.757238
2012-04-13,5.2914014
2012-04-14,0.7688216
2012-04-15,1.6041527
2012-04-16,1.3077629
2012-04-17,34.87016
2012-04-18,30.901373
2012-04-19,26.321375
2012-04-20,2.4256177
2012-04-21,1.6120232
2012-04-22,7.5849175
2012-04-23,21.007841
2012-04-24,24.512669
2012-04-25,5.5110116
2012-04-26,0.9266652
2012-04-27,4.8069754
2012-04-28,5.8779483
2012-04-29,-0.06999488
2012-04-30,0.14190958
2012-05-01,3.90119
2012-05-02,11.214305
2012-05-03,5.3588653
2012-05-04,4.7238536
2012-05-05,5.5110116
2012-05-06,10.883669
2012-05-07,-0.2645963
2012-05-08,2.4061217
2012-05-09,0.06830978
2012-05-10,0.9661736
2012-05-11,5.671531
2012-05-12,0.70822805
2012-05-13,0.74505824
2012-05-14,-0.14481734
2012-05-15,1.0852797
2012-05-16,-0.78431433
2012-05-17,4.679563
2012-05-18,5.169834
2012-05-19,4.1019864
2012-05-20,0.3154788
2012-05-21,1.7405741
2012-05-22,1.2805803
2012-05-23,0.6333244
2012-05-24,2.8460114
2012-05-25,-1.0807045
2012-05-26,4.1117496
2012-05-27,4.8770337
2012-05-28,3.6598852
2012-05-29,2.8460114
2012-05-30,3.7818673
2012-05-31,2.3841832
2012-06-01,0.40585303
2012-06-02,1.5206181
2012-06-03,-0.7611166
2012-06-04,1.4114416
2012-06-05,1.9023979
2012-06-06,0.22022161
2012-06-07,2.1018116
2012-06-08,4.515838
2012-06-09,4.3083906
2012-06-10,0.5410605
2012-06-11,2.0507894
2012-06-12,-0.14694226
2012-06-13,0.21848205
2012-06-14,0.32230616
2012-06-15,0.49513462
2012-06-16,0.6747784
2012-06-17,-0.13987695
2012-06-18,1.1759442
2012-06-19,-0.11242769
2012-06-20,0.034879137
2012-06-21,-0.15305577
2012-06-22,0.3996241
2012-06-23,10.958814
2012-06-24,12.259327
2012-06-25,-0.5859703
2012-06-26,2.905368
2012-06-27,-0.61694634
2012-06-28,0.03516828
2012-06-29,0.065103315
2012-06-30,-0.5890103
2012-07-01,-0.73357904
2012-07-02,-0.2117654
2012-07-03,-0.11242769
2012-07-04,0.17161073
2012-07-05,-0.2117654
2012-07-06,-0.2117654
2012-07-07,-0.5591156
2012-07-08,-0.21121472
2012-07-09,-0.34519127
2012-07-10,4.1388674
2012-07-11,-0.7940349
2012-07-12,0.13804884
2012-07-13,-0.07157858
2012-07-14,-0.10536238
2012-07-15,-0.11242769
2012-07-16,-1.4438668
2012-07-17,1.5989102
2012-07-18,4.3235273
2012-07-19,0.08017318
2012-07-20,1.3050424
2012-07-21,0.57165855
2012-07-22,-0.038849812
2012-07-23,-0.18520148
2012-07-24,0.66390353
2012-07-25,-0.15638056
2012-07-26,-0.049091756
2012-07-27,-0.033621855
2012-07-28,-0.8720608
2012-07-29,3.5429041
2012-07-30,-0.26821837
2012-07-31,0.22236075
2012-08-01,0.22291142
2012-08-02,-0.038849812
2012-08-03,-0.39184898
2012-08-04,-0.07702737
2012-08-05,0.44980958
2012-08-06,0.69426936
2012-08-07,0.8582025
2012-08-08,1.0108559
2012-08-09,1.4997953
2012-08-10,-0.30984804
2012-08-11,0.31971297
2012-08-12,-0.29640934
2012-08-13,0.07002972
2012-08-14,0.1719914
2012-08-15,-0.18520148
2012-08-16,-0.36011696
2012-08-17,-0.4704322
2012-08-18,-0.054319646
2012-08-19,5.23249
2012-08-20,4.039626
2012-08-21,4.3716626
2012-08-22,0.6859058
2012-08-23,-0.044328675
2012-08-24,0.73002094
2012-08-25,-0.05065253
2012-08-26,0.22291142
2012-08-27,0.22286727
2012-08-28,0.3892174
2012-08-29,0.6956864
2012-08-30,0.053610086
2012-08-31,0.053610086
2012-09-01,0.39739043
2012-09-02,1.6560186
2012-09-03,3.2602017
2012-09-04,-0.2084194
2012-09-05,0.38805416
2012-09-06,0.69426936
2012-09-07,-0.27388495
2012-09-08,1.3073499
2012-09-09,-0.31862095
2012-09-10,0.80755347
2012-09-11,-0.1704351
2012-09-12,4.402482
2012-09-13,2.1934972
2012-09-14,1.2149152
2012-09-15,1.1026624
2012-09-16,0.8542469
2012-09-17,0.70504045
2012-09-18,1.1040796
2012-09-19,1.2172184
2012-09-20,1.113975
2012-09-21,2.007198
2012-09-22,0.45503753
2012-09-23,0.85947514
2012-09-24,0.61769736
2012-09-25,1.3654704
2012-09-26,2.6317084
2012-09-27,0.25952056
2012-09-28,0.86951524
2012-09-29,1.2151976
2012-09-30,0.96785426
2012-10-01,5.529748
2012-10-02,2.5937808
2012-10-03,0.9189685
2012-10-04,1.1247462
2012-10-05,1.2272584
2012-10-06,2.0619745
2012-10-07,5.3828297
2012-10-08,2.1142802
2012-10-09,1.0796423
2012-10-10,4.04449
2012-10-11,26.794052
2012-10-12,27.486267
2012-10-13,26.129833
2012-10-14,26.817814
2012-10-15,0.59671205
2012-10-16,0.73002094
2012-10-17,0.5849092
2012-10-18,2.118748
2012-10-19,12.873335
2012-10-20,10.969155
2012-10-21,24.241034
2012-10-22,1.1344583
2012-10-23,2.2516541
2012-10-24,2.7767513
2012-10-25,1.9815227
2012-10-26,1.228807
2012-10-27,1.461115
2012-10-28,0.7896849
2012-10-29,1.1775203
2012-10-30,1.3211701
2012-10-31,2.5252016
2012-11-01,5.6014547
2012-11-02,27.047676
2012-11-03,24.032703
2012-11-04,-0.6636208
2012-11-05,-0.7855104
2012-11-06,2.4067059
2012-11-07,5.6957603
2012-11-08,5.6539307
2012-11-09,19.78068
2012-11-10,24.650759
2012-11-11,13.494728
2012-11-12,4.801789
2012-11-13,4.1487107
2012-11-14,5.3704114
2012-11-15,1.4108211
2012-11-16,1.3806075
2012-11-17,1.8653812
2012-11-18,5.323202
2012-11-19,1.9877131
2012-11-20,24.512669
2012-11-21,4.947798
2012-11-22,5.492984
2012-11-23,5.9129415
2012-11-24,1.1261668
2012-11-25,-0.0481929
2012-11-26,0.6393934
2012-11-27,1.0193778
2012-11-28,-1.7431222
2012-11-29,1.1591372
2012-11-30,25.217154
2012-12-01,5.9129415
2012-12-02,19.65678
2012-12-03,-0.72773856
2012-12-04,0.28934374
2012-12-05,-1.0922288
2012-12-06,19.631458
2012-12-07,5.3588653
2012-12-08,5.1845865
2012-12-09,24.089243
2012-12-10,0.8732723
2012-12-11,4.6576924
2012-12-12,0.28934374
2012-12-13,0.11990828
2012-12-14,-0.64989364
2012-12-15,-0.5986718
2012-12-16,-0.58334285
2012-12-17,-0.7818671
2012-12-18,3.7233827
2012-12-19,25.213305
2012-12-20,2.9851408
2012-12-21,0.44021693
2012-12-22,25.852163
2012-12-23,24.55726
2012-12-24,2.6932495
2012-12-25,26.772583
2012-12-26,0.218242
2012-12-27,2.49185
2012-12-28,20.263615
2012-12-29,24.089243
2012-12-30,-0.74908036
2012-12-31,-1.4848564
2013-01-01,0.05485841
2013-01-02,1.69319
2013-01-03,-0.23098072
2013-01-04,-1.2107095
2013-01-05,-0.5851889
2013-01-06,1.5461841
2013-01-07,0.034224443
2013-01-08,0.23827533
2013-01-09,-0.21814398
2013-01-10,1.9471248
2013-01-11,0.9566583
2013-01-12,2.7771623
2013-01-13,4.555016
2013-01-14,0.34829843
2013-01-15,-0.74367696
2013-01-16,0.74505824
2013-01-17,-0.74367696
2013-01-18,-0.77090555
2013-01-19,4.67123
2013-01-20,3.0663178
2013-01-21,3.3033879
2013-01-22,5.516734
2013-01-23,5.2557144
2013-01-24,-0.26637954
2013-01-25,2.0540783
2013-01-26,6.477974
2013-01-27,0.415759
2013-01-28,0.52660614
2013-01-29,29.455906
2013-01-30,26.116905
2013-01-31,27.138966
2013-02-01,-0.8549242
2013-02-02,-0.10242631
2013-02-03,1.5098137
2013-02-04,2.0728083
2013-02-05,4.974422
2013-02-06,-0.10896528
2013-02-07,2.775541
2013-02-08,-1.1576118
2013-02-09,3.86095
2013-02-10,5.668662
2013-02-11,0.87014586
2013-02-12,1.1461247
2013-02-13,1.0665936
2013-02-14,0.5494249
2013-02-15,1.4100196
2013-02-16,1.6271994
2013-02-17,-0.6536553
2013-02-18,1.6658096
2013-02-19,1.6158683
2013-02-20,1.3531257
2013-02-21,3.7259667
2013-02-22,2.3675947
2013-02-23,1.2336849
2013-02-24,1.5544807
2013-02-25,2.1606238
2013-02-26,4.185169
2013-02-27,1.2179315
2013-02-28,1.0741932
2013-03-01,0.3811276
2013-03-02,2.075837
2013-03-03,3.8624632
2013-03-04,1.7809293
2013-03-05,4.3893023
2013-03-06,5.8178253
2013-03-07,4.4537997
2013-03-08,12.288011
2013-03-09,10.635484
2013-03-10,1.491587
2013-03-11,13.038501
2013-03-12,4.3269806
2013-03-13,10.957735
2013-03-14,13.565862
2013-03-15,9.68037
2013-03-16,13.571702
2013-03-17,0.7409074
2013-03-18,0.84986633
2013-03-19,26.141977
2013-03-20,24.509624
2013-03-21,5.6961985
2013-03-22,6.2502747
2013-03-23,1.6839544
2013-03-24,12.761766
2013-03-25,12.137262
2013-03-26,5.4146895
2013-03-27,26.344452
2013-03-28,21.285088
2013-03-29,24.506771
2013-03-30,25.18942
2013-03-31,25.926035
2013-04-01,24.509624
2013-04-02,2.1323867
2013-04-03,-0.13284722
2013-04-04,-0.41060042
2013-04-05,6.0285707
2013-04-06,57.824356
2013-04-07,7.252347
2013-04-08,2.4961388
2013-04-09,-0.11701474
2013-04-10,26.916624
2013-04-11,25.553694
2013-04-12,25.14178
2013-04-13,25.18942
2013-04-14,-0.36037666
2013-04-15,24.506771
2013-04-16,2.5264173
2013-04-17,0.027359163
2013-04-18,0.17410794
2013-04-19,5.6962485
2013-04-20,0.74862003
2013-04-21,1.1708806
2013-04-22,1.6733105
2013-04-23,0.723402
2013-04-24,0.97237355
2013-04-25,1.6876868
2013-04-26,-0.3876373
2013-04-27,25.217154
2013-04-28,20.2913
2013-04-29,-1.1490529
2013-04-30,-0.6899025
2013-05-01,-1.7556605
2013-05-02,-1.1421213
2013-05-03,-1.8296431
2013-05-04,-0.73639965
2013-05-05,5.6045566
2013-05-06,-1.7069741
2013-05-07,-0.7208
2013-05-08,-0.41297594
2013-05-09,0.012277844
2013-05-10,-0.19900092
2013-05-11,-0.7874716
2013-05-12,-0.056604106
2013-05-13,-1.6891308
2013-05-14,-2.21151
2013-05-15,1.0488622
2013-05-16,-0.47888434
2013-05-17,2.9454165
2013-05-18,-1.2113963
2013-05-19,1.3370398
2013-05-20,2.552377
2013-05-21,0.076155685
2013-05-22,-0.59149295
2013-05-23,3.998273
2013-05-24,3.8714023
2013-05-25,0.82622015
2013-05-26,-0.24668726
2013-05-27,3.8078866
2013-05-28,0.35884258
2013-05-29,3.8714023
2013-05-30,0.3186914
2013-05-31,2.9533226
2013-06-01,0.86049265
2013-06-02,-0.55489784
2013-06-03,3.0050564
2013-06-04,0.8683989
2013-06-05,-1.2801892
2013-06-06,1.4038169
2013-06-07,0.03516828
2013-06-08,0.06565399
2013-06-09,-0.34519127
2013-06-10,0.59458053
2013-06-11,-0.11242769
2013-06-12,0.17161073
2013-06-13,-0.07811506
2013-06-14,-0.00909023
2013-06-15,-0.95468295
2013-06-16,-0.73525536
2013-06-17,-1.2584007
2013-06-18,-0.2117654
2013-06-19,-0.22750513
2013-06-20,-0.38595295
2013-06-21,-0.07250946
2013-06-22,-0.21543239
2013-06-23,-1.0838078
2013-06-24,0.12036472
2013-06-25,-0.31529644
2013-06-26,-0.027404321
2013-06-27,-0.55544853
2013-06-28,-1.2584007
2013-06-29,-0.051949132
2013-06-30,-0.017743504
2013-07-01,0.16794367
2013-07-02,-0.5591156
2013-07-03,-0.17098577
2013-07-04,1.117292
2013-07-05,0.09500975
2013-07-06,-0.05065253
2013-07-07,-0.08421451
2013-07-08,0.17560023
2013-07-09,1.2780479
2013-07-10,0.2716975
2013-07-11,1.0980209
2013-07-12,-0.38502437
2013-07-13,0.28560042
2013-07-14,-0.038849812
2013-07-15,0.13594973
2013-07-16,0.060675308
2013-07-17,0.046131086
2013-07-18,-0.038299147
2013-07-19,0.3191623
2013-07-20,-0.20454767
2013-07-21,1.6355135
2013-07-22,1.0980209
2013-07-23,0.19854665
2013-07-24,0.07484242
2013-07-25,0.060124636
2013-07-26,-0.6043344
2013-07-27,0.23973195
2013-07-28,-1.2631525
2013-07-29,-0.10591305
2013-07-30,4.9525566
2013-07-31,-0.21543239
2013-08-01,-0.24532722
2013-08-02,-0.5620407
2013-08-03,-1.1848575
2013-08-04,0.76092494
2013-08-05,-1.1345124
2013-08-06,-1.2856491
2013-08-07,-0.4462562
2013-08-08,-0.7604024
2013-08-09,0.29351228
2013-08-10,0.31549525
2013-08-11,0.38898563
2013-08-12,-0.4462562
2013-08-13,1.101688
2013-08-14,1.5399034
2013-08-15,0.16040105
2013-08-16,-0.15578632
2013-08-17,-0.18973355
2013-08-18,0.80755347
2013-08-19,0.37258458
2013-08-20,1.8635325
2013-08-21,0.7127775
2013-08-22,5.991944
2013-08-23,2.9791253
2013-08-24,0.049392372
2013-08-25,0.1719914
2013-08-26,-0.03253321
2013-08-27,0.028341746
2013-08-28,1.1805731
2013-08-29,0.15460385
2013-08-30,-0.07898662
2013-08-31,0.10023764
2013-09-01,1.2182636
2013-09-02,0.6211482
2013-09-03,0.8631506
2013-09-04,1.9078449
2013-09-05,0.22813931
2013-09-06,0.22813931
2013-09-07,0.17721923
2013-09-08,0.06590319
2013-09-09,0.14370728
2013-09-10,1.0118209
2013-09-11,1.0459015
2013-09-12,4.4966927
2013-09-13,1.103935
2013-09-14,0.84045637
2013-09-15,1.8342115
2013-09-16,1.0903623
2013-09-17,-0.29374063
2013-09-18,-0.17997359
2013-09-19,-0.40691575
2013-09-20,0.9940967
2013-09-21,1.1497264
2013-09-22,3.3824863
2013-09-23,0.52267456
2013-09-24,-0.89813054
2013-09-25,0.74966717
2013-09-26,0.7811939
2013-09-27,1.4903828
2013-09-28,1.3561162
2013-09-29,1.0852975
2013-09-30,1.3176166
2013-10-01,3.2073224
2013-10-02,11.542356
2013-10-03,0.2791118
2013-10-04,1.2159458
2013-10-05,1.4997953
2013-10-06,2.2621493
2013-10-07,1.1059527
2013-10-08,1.0970145
2013-10-09,0.9486896
2013-10-10,1.1097205
2013-10-11,3.544074
2013-10-12,3.845332
2013-10-13,2.087983
2013-10-14,1.0355216
2013-10-15,1.1008
2013-10-16,2.0676646
2013-10-17,1.1254798
2013-10-18,1.5674284
2013-10-19,1.4935877
2013-10-20,1.0835358
2013-10-21,1.418297
2013-10-22,1.16266
2013-10-23,1.7818817
2013-10-24,5.797387
2013-10-25,1.8157934
2013-10-26,1.4439275
2013-10-27,1.9103106
2013-10-28,0.6038224
2013-10-29,0.88672304
2013-10-30,0.9286673
2013-10-31,0.65703326
2013-11-01,4.4626546
2013-11-02,13.224207
2013-11-03,1.3340508
2013-11-04,3.6246648
2013-11-05,28.279264
2013-11-06,26.353567
2013-11-07,22.762392
2013-11-08,24.684204
2013-11-09,24.633524
2013-11-10,22.659489
2013-11-11,12.566145
2013-11-12,1.7644932
2013-11-13,2.543994
2013-11-14,0.93994
2013-11-15,1.395875
2013-11-16,1.4595375
2013-11-17,7.1731625
2013-11-18,5.505667
2013-11-19,24.68116
2013-11-20,24.636568
2013-11-21,21.865538
